position,number,driver,constructor,Q1,Q2,Q3
1,2,Lewis Hamilton,McLaren,1:16.576,1:15.486,1:15.707
2,1,Fernando Alonso,McLaren,1:16.562,1:15.522,1:16.163
3,9,Nick Heidfeld,BMW Sauber,1:17.006,1:15.960,1:16.266
4,6,Kimi Räikkönen,Ferrari,1:16.468,1:16.592,1:16.411
5,5,Felipe Massa,Ferrari,1:16.756,1:16.138,1:16.570
6,15,Mark Webber,Red Bull,1:17.315,1:16.257,1:16.913
7,16,Nico Rosberg,Williams,1:17.016,1:16.190,1:16.919
8,10,Robert Kubica,BMW Sauber,1:17.267,1:16.368,1:16.993
9,3,Giancarlo Fisichella,Renault,1:16.805,1:16.288,1:17.229
10,12,Jarno Trulli,Toyota,1:17.324,1:16.600,1:17.747
11,22,Takuma Sato,Super Aguri,1:17.490,1:16.743,
12,18,Vitantonio Liuzzi,Toro Rosso,1:17.541,1:16.760,
13,8,Rubens Barrichello,Honda,1:17.011,1:17.116,
14,14,David Coulthard,Red Bull,1:17.436,1:17.304,
15,7,Jenson Button,Honda,1:17.522,1:17.541,
16,19,Scott Speed,Toro Rosso,1:17.433,1:17.571,
17,23,Anthony Davidson,Super Aguri,1:17.542,,
18,11,Ralf Schumacher,Toyota,1:17.634,,
19,17,Alexander Wurz,Williams,1:18.089,,
20,20,Adrian Sutil,Spyker,1:18.536,,
21,21,Christijan Albers,Spyker,1:19.196,,
22,4,Heikki Kovalainen,Renault,1:17.806,,
