position,number,driver,constructor,laps,grid,status,points
1,22,Jenson Button,Brawn,58,1,Finished,10
2,23,Rubens Barrichello,Brawn,58,2,Finished,8
3,9,Jarno Trulli,Toyota,58,20,Finished,6
4,10,Timo Glock,Toyota,58,19,Finished,5
5,7,Fernando Alonso,Renault,58,10,Finished,4
6,16,Nico Rosberg,Williams,58,5,Finished,3
7,12,Sébastien Buemi,Toro Rosso,58,13,Finished,2
8,11,Sébastien Bourdais,Toro Rosso,58,17,Finished,1
9,20,Adrian Sutil,Force India,58,16,Finished,0
10,6,Nick Heidfeld,BMW Sauber,58,9,Finished,0
11,21,Giancarlo Fisichella,Force India,58,15,Finished,0
12,14,Mark Webber,Red Bull,57,8,+1 Lap,0
13,15,Sebastian Vettel,Red Bull,56,3,Collision,0
14,5,Robert Kubica,BMW Sauber,55,4,Collision,0
15,4,Kimi Räikkönen,Ferrari,55,7,Differential,0
16,3,Felipe Massa,Ferrari,45,6,Suspension,0
17,8,Nelson Piquet Jr.,Renault,24,14,Spun off,0
18,17,Kazuki Nakajima,Williams,17,11,Accident,0
19,2,Heikki Kovalainen,McLaren,0,12,Collision,0
20,1,Lewis Hamilton,McLaren,58,18,Disqualified,0
