Position,Driver,Constructor,Points,Wins
1,Ayrton Senna,McLaren,42,3
2,Alain Prost,Williams,37,3
3,Damon Hill,Williams,18,0
4,Michael Schumacher,Benetton,14,0
5,Mark Blundell,Ligier,6,0
6,Johnny Herbert,Team Lotus,6,0
7,Martin Brundle,Ligier,5,0
8,Christian Fittipaldi,Minardi,5,0
9,Jyrki Järvilehto,Sauber,5,0
10,Riccardo Patrese,Benetton,5,0
11,Jean Alesi,Ferrari,4,0
12,Philippe Alliot,Larrousse,2,0
13,Michael Andretti,McLaren,2,0
14,Fabrizio Barbazza,Minardi,2,0
15,Gerhard Berger,Ferrari,2,0
16,Alessandro Zanardi,Team Lotus,1,0
17,Derek Warwick,Footwork,0,0
18,Luca Badoer,Lola,0,0
19,Érik Comas,Larrousse,0,0
20,Rubens Barrichello,Jordan,0,0
21,Aguri Suzuki,Footwork,0,0
22,Andrea de Cesaris,Tyrrell,0,0
23,Michele Alboreto,Lola,0,0
24,Thierry Boutsen,Jordan,0,0
25,Karl Wendlinger,Sauber,0,0
