position,number,driver,constructor,laps,grid,status,points
1,5,Damon Hill,Williams,58,2,Finished,10
2,6,Jacques Villeneuve,Williams,58,1,Finished,6
3,2,Eddie Irvine,Ferrari,58,3,Finished,4
4,4,Gerhard Berger,Benetton,58,7,Finished,3
5,7,Mika Häkkinen,McLaren,58,5,Finished,2
6,19,Mika Salo,Tyrrell,57,10,+1 Lap,1
7,9,Olivier Panis,Ligier,57,11,+1 Lap,0
8,15,Heinz-Harald Frentzen,Sauber,57,9,+1 Lap,0
9,16,Ricardo Rosset,Footwork,56,18,+2 Laps,0
10,10,Pedro Diniz,Ligier,56,20,+2 Laps,0
11,18,Ukyo Katayama,Tyrrell,55,15,+3 Laps,0
12,20,Pedro Lamy,Minardi,42,17,Safety belt,0
13,1,Michael Schumacher,Ferrari,32,4,Brakes,0
14,21,Giancarlo Fisichella,Minardi,32,16,Clutch,0
15,11,Rubens Barrichello,Jordan,29,8,Engine,0
16,8,David Coulthard,McLaren,24,13,Throttle,0
17,17,Jos Verstappen,Footwork,15,12,Engine,0
18,3,Jean Alesi,Benetton,9,6,Collision,0
19,12,Martin Brundle,Jordan,1,19,Collision,0
20,14,Johnny Herbert,Sauber,0,14,Collision,0
21,22,Luca Badoer,Forti,0,21,107% Rule,0
22,23,Andrea Montermini,Forti,0,22,107% Rule,0
