position,number,driver,constructor,Q1,Q2,Q3
1,6,Jacques Villeneuve,Williams,1:32.371,,
2,5,Damon Hill,Williams,1:32.509,,
3,2,Eddie Irvine,Ferrari,1:32.889,,
4,1,Michael Schumacher,Ferrari,1:33.125,,
5,7,Mika Häkkinen,McLaren,1:34.054,,
6,3,Jean Alesi,Benetton,1:34.257,,
7,4,Gerhard Berger,Benetton,1:34.344,,
8,11,Rubens Barrichello,Jordan,1:34.474,,
9,15,Heinz-Harald Frentzen,Sauber,1:34.494,,
10,19,Mika Salo,Tyrrell,1:34.832,,
11,9,Olivier Panis,Ligier,1:35.330,,
12,17,Jos Verstappen,Footwork,1:35.338,,
13,8,David Coulthard,McLaren,1:35.351,,
14,14,Johnny Herbert,Sauber,1:35.453,,
15,18,Ukyo Katayama,Tyrrell,1:35.715,,
16,21,Giancarlo Fisichella,Minardi,1:35.898,,
17,20,Pedro Lamy,Minardi,1:36.109,,
18,16,Ricardo Rosset,Footwork,1:36.198,,
19,12,Martin Brundle,Jordan,1:36.286,,
20,10,Pedro Diniz,Ligier,1:36.298,,
