position,number,driver,constructor,Q1,Q2,Q3
1,5,Sebastian Vettel,Ferrari,1:11.710,1:11.524,1:10.764
2,77,Valtteri Bottas,Mercedes,1:11.950,1:11.514,1:10.857
3,33,Max Verstappen,Red Bull,1:12.008,1:11.472,1:10.937
4,44,Lewis Hamilton,Mercedes,1:11.835,1:11.740,1:10.996
5,7,Kimi Räikkönen,Ferrari,1:11.725,1:11.620,1:11.095
6,3,Daniel Ricciardo,Red Bull,1:12.459,1:11.434,1:11.116
7,27,Nico Hülkenberg,Renault,1:12.795,1:11.916,1:11.973
8,31,Esteban Ocon,Force India,1:12.577,1:12.141,1:12.084
9,55,Carlos Sainz,Renault,1:12.689,1:12.097,1:12.168
10,11,Sergio Pérez,Force India,1:12.702,1:12.395,1:12.671
11,20,Kevin Magnussen,Haas F1 Team,1:12.680,1:12.606,
12,28,Brendon Hartley,Toro Rosso,1:12.587,1:12.635,
13,16,Charles Leclerc,Sauber,1:12.945,1:12.661,
14,14,Fernando Alonso,McLaren,1:12.979,1:12.856,
15,2,Stoffel Vandoorne,McLaren,1:12.998,1:12.865,
16,10,Pierre Gasly,Toro Rosso,1:13.047,,
17,18,Lance Stroll,Williams,1:13.590,,
18,35,Sergey Sirotkin,Williams,1:13.643,,
19,9,Marcus Ericsson,Sauber,1:14.593,,
20,8,Romain Grosjean,Haas F1 Team,,,
