Position,Driver,Constructor,Points,Wins
1,Phil Hill,Ferrari,34,2
2,Wolfgang von Trips,Ferrari,33,2
3,Stirling Moss,Lotus-Climax,21,2
4,Richie Ginther,Ferrari,16,0
5,Dan Gurney,Porsche,15,0
6,Jim Clark,Lotus-Climax,11,0
7,Giancarlo Baghetti,Ferrari,9,1
8,Bruce McLaren,Cooper-Climax,8,0
9,Jack Brabham,Cooper-Climax,4,0
10,John Surtees,Cooper-Climax,4,0
11,Jackie Lewis,Cooper-Climax,3,0
12,Innes Ireland,Lotus-Climax,3,0
13,Olivier Gendebien,Emeryson,3,0
14,Jo Bonnier,Porsche,2,0
15,Tony Brooks,BRM,2,0
16,Roy Salvadori,Cooper-Climax,2,0
17,Graham Hill,BRM,1,0
18,Maurice Trintignant,Cooper-Maserati,0,0
19,Carel Godin de Beaufort,Porsche,0,0
20,Lorenzo Bandini,Cooper-Maserati,0,0
21,Cliff Allison,Lotus-Climax,0,0
22,Hans Herrmann,Porsche,0,0
23,Masten Gregory,Cooper-Climax,0,0
24,Henry Taylor,Lotus-Climax,0,0
25,Tim Parnell,Lotus-Climax,0,0
26,Tony Maggs,Lotus-Climax,0,0
27,Michael May,Lotus-Climax,0,0
28,Ian Burgess,Lotus-Climax,0,0
29,Renato Pirocchi,Cooper-Climax,0,0
30,Trevor Taylor,Lotus-Climax,0,0
