position,number,driver,constructor,laps,grid,status,points
1,3,Jenson Button,McLaren,58,2,Finished,25
2,1,Sebastian Vettel,Red Bull,58,6,Finished,18
3,4,Lewis Hamilton,McLaren,58,1,Finished,15
4,2,Mark Webber,Red Bull,58,5,Finished,12
5,5,Fernando Alonso,Ferrari,58,12,Finished,10
6,14,Kamui Kobayashi,Sauber,58,13,Finished,8
7,9,Kimi Räikkönen,Lotus F1,58,17,Finished,6
8,15,Sergio Pérez,Sauber,58,22,Finished,4
9,16,Daniel Ricciardo,Toro Rosso,58,10,Finished,2
10,11,Paul di Resta,Force India,58,15,Finished,1
11,17,Jean-Éric Vergne,Toro Rosso,58,11,Finished,0
12,8,Nico Rosberg,Mercedes,58,7,Finished,0
13,18,Pastor Maldonado,Williams,57,8,Accident,0
14,24,Timo Glock,Marussia,57,20,+1 Lap,0
15,25,Charles Pic,Marussia,53,21,+5 Laps,0
16,19,Bruno Senna,Williams,52,14,Collision,0
17,6,Felipe Massa,Ferrari,46,16,Collision,0
18,20,Heikki Kovalainen,Caterham,38,18,Suspension,0
19,21,Vitaly Petrov,Caterham,34,19,Steering,0
20,7,Michael Schumacher,Mercedes,10,4,Gearbox,0
21,10,Romain Grosjean,Lotus F1,1,3,Collision,0
22,12,Nico Hülkenberg,Force India,0,9,Collision,0
23,22,Pedro de la Rosa,HRT,0,0,Did not qualify,0
24,23,Narain Karthikeyan,HRT,0,0,Did not qualify,0
