position,number,driver,constructor,Q1,Q2,Q3
1,4,Lewis Hamilton,McLaren,1:26.800,1:25.626,1:24.922
2,3,Jenson Button,McLaren,1:26.832,1:25.663,1:25.074
3,10,Romain Grosjean,Lotus F1,1:26.498,1:25.845,1:25.302
4,7,Michael Schumacher,Mercedes,1:26.586,1:25.571,1:25.336
5,2,Mark Webber,Red Bull,1:27.117,1:26.597,1:25.651
6,1,Sebastian Vettel,Red Bull,1:26.773,1:25.982,1:25.668
7,8,Nico Rosberg,Mercedes,1:26.763,1:25.469,1:25.686
8,18,Pastor Maldonado,Williams,1:26.803,1:26.206,1:25.908
9,12,Nico Hülkenberg,Force India,1:27.464,1:26.314,1:26.451
10,16,Daniel Ricciardo,Toro Rosso,1:27.024,1:26.319,
11,17,Jean-Éric Vergne,Toro Rosso,1:26.493,1:26.429,
12,5,Fernando Alonso,Ferrari,1:26.688,1:26.494,
13,14,Kamui Kobayashi,Sauber,1:26.182,1:26.590,
14,19,Bruno Senna,Williams,1:27.004,1:26.663,
15,11,Paul di Resta,Force India,1:27.469,1:27.086,
16,6,Felipe Massa,Ferrari,1:27.633,1:27.497,
17,15,Sergio Pérez,Sauber,1:26.596,,
18,9,Kimi Räikkönen,Lotus F1,1:27.758,,
19,20,Heikki Kovalainen,Caterham,1:28.679,,
20,21,Vitaly Petrov,Caterham,1:29.018,,
21,24,Timo Glock,Marussia,1:30.923,,
22,25,Charles Pic,Marussia,1:31.670,,
23,22,Pedro de la Rosa,HRT,1:33.495,,
24,23,Narain Karthikeyan,HRT,1:33.643,,
