Position,Driver,Constructor,Points,Wins
1,Jackie Stewart,Tyrrell,51,4
2,Emerson Fittipaldi,Team Lotus,41,3
3,François Cevert,Tyrrell,39,0
4,Ronnie Peterson,Team Lotus,25,1
5,Peter Revson,McLaren,23,1
6,Denny Hulme,McLaren,23,1
7,Carlos Reutemann,Brabham,8,0
8,James Hunt,March,8,0
9,Jacky Ickx,Ferrari,8,0
10,Arturo Merzario,Ferrari,6,0
11,George Follmer,Shadow,5,0
12,Jean-Pierre Beltoise,BRM,4,0
13,Andrea de Adamich,Surtees,3,0
14,Niki Lauda,BRM,2,0
15,Clay Regazzoni,BRM,1,0
16,Wilson Fittipaldi,Brabham,1,0
17,Chris Amon,Tecno,1,0
18,Gijs van Lennep,Iso Marlboro,1,0
19,Mike Beuttler,March,0,0
20,Carlos Pace,Surtees,0,0
21,Howden Ganley,Iso Marlboro,0,0
22,Mike Hailwood,Surtees,0,0
23,Henri Pescarolo,March,0,0
24,Graham Hill,Shadow,0,0
25,Nanni Galli,Iso Marlboro,0,0
26,Jody Scheckter,McLaren,0,0
27,Jackie Oliver,Shadow,0,0
28,Luiz Bueno,Surtees,0,0
29,Rikky von Opel,Ensign,0,0
30,Jean-Pierre Jarier,March,0,0
