position,number,driver,constructor,laps,grid,status,points
1,6,Nico Rosberg,Mercedes,57,3,Finished,25
2,20,Kevin Magnussen,McLaren,57,4,Finished,18
3,22,Jenson Button,McLaren,57,10,Finished,15
4,14,Fernando Alonso,Ferrari,57,5,Finished,12
5,77,Valtteri Bottas,Williams,57,15,Finished,10
6,27,Nico Hülkenberg,Force India,57,7,Finished,8
7,7,Kimi Räikkönen,Ferrari,57,11,Finished,6
8,25,Jean-Éric Vergne,Toro Rosso,57,6,Finished,4
9,26,Daniil Kvyat,Toro Rosso,57,8,Finished,2
10,11,Sergio Pérez,Force India,57,16,Finished,1
11,99,Adrian Sutil,Sauber,56,13,+1 Lap,0
12,21,Esteban Gutiérrez,Sauber,56,20,+1 Lap,0
13,4,Max Chilton,Marussia,55,17,+2 Laps,0
14,17,Jules Bianchi,Marussia,49,18,+8 Laps,0
15,8,Romain Grosjean,Lotus F1,43,22,ERS,0
16,13,Pastor Maldonado,Lotus F1,29,21,ERS,0
17,9,Marcus Ericsson,Caterham,27,19,Oil pressure,0
18,1,Sebastian Vettel,Red Bull,3,12,Engine,0
19,44,Lewis Hamilton,Mercedes,2,1,Engine,0
20,19,Felipe Massa,Williams,0,9,Collision,0
21,10,Kamui Kobayashi,Caterham,0,14,Collision,0
22,3,Daniel Ricciardo,Red Bull,57,2,Disqualified,0
