position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:31.699,1:42.890,1:44.231
2,3,Daniel Ricciardo,Red Bull,1:30.775,1:42.295,1:44.548
3,6,Nico Rosberg,Mercedes,1:32.564,1:42.264,1:44.595
4,20,Kevin Magnussen,McLaren,1:30.949,1:43.247,1:45.745
5,14,Fernando Alonso,Ferrari,1:31.388,1:42.805,1:45.819
6,25,Jean-Éric Vergne,Toro Rosso,1:33.488,1:43.849,1:45.864
7,27,Nico Hülkenberg,Force India,1:33.893,1:43.658,1:46.030
8,26,Daniil Kvyat,Toro Rosso,1:33.777,1:44.331,1:47.368
9,19,Felipe Massa,Williams,1:31.228,1:44.242,1:48.079
10,77,Valtteri Bottas,Williams,1:31.601,1:43.852,1:48.147
11,22,Jenson Button,McLaren,1:31.396,1:44.437,
12,7,Kimi Räikkönen,Ferrari,1:32.439,1:44.494,
13,1,Sebastian Vettel,Red Bull,1:31.931,1:44.688,
14,99,Adrian Sutil,Sauber,1:33.673,1:45.655,
15,10,Kamui Kobayashi,Caterham,1:34.274,1:45.867,
16,11,Sergio Pérez,Force India,1:34.141,1:47.293,
17,4,Max Chilton,Marussia,1:34.293,,
18,17,Jules Bianchi,Marussia,1:34.794,,
19,21,Esteban Gutiérrez,Sauber,1:35.117,,
20,9,Marcus Ericsson,Caterham,1:35.157,,
21,8,Romain Grosjean,Lotus F1,1:36.993,,
22,13,Pastor Maldonado,Lotus F1,,,
