Position,Driver,Constructor,Points,Wins
1,Jody Scheckter,Wolf,32,2
2,Niki Lauda,Ferrari,31,1
3,Carlos Reutemann,Ferrari,23,1
4,Mario Andretti,Team Lotus,22,2
5,Gunnar Nilsson,Team Lotus,13,1
6,James Hunt,McLaren,9,0
7,Emerson Fittipaldi,Fittipaldi,8,0
8,Jochen Mass,McLaren,8,0
9,Patrick Depailler,Tyrrell,7,0
10,Carlos Pace,Brabham,6,0
11,Ronnie Peterson,Tyrrell,4,0
12,Vittorio Brambilla,Surtees,3,0
13,Alan Jones,Shadow,3,0
14,Hans-Joachim Stuck,March,2,0
15,Clay Regazzoni,Ensign,1,0
16,Jean-Pierre Jarier,Penske,1,0
17,John Watson,Brabham,1,0
18,Renzo Zorzi,Shadow,1,0
19,Jacques Laffite,Ligier,0,0
20,Ingo Hoffmann,Fittipaldi,0,0
21,Hans Binder,Surtees,0,0
22,Harald Ertl,Hesketh,0,0
23,Riccardo Patrese,Shadow,0,0
24,Patrick Nève,March,0,0
25,Brett Lunger,March,0,0
26,Brian Henton,March,0,0
27,Jacky Ickx,Ensign,0,0
28,Ian Scheckter,March,0,0
29,Larry Perkins,BRM,0,0
30,Rupert Keegan,Hesketh,0,0
