Position,Driver,Constructor,Points,Wins
1,Niki Lauda,Ferrari,64.5,5
2,Emerson Fittipaldi,McLaren,45,2
3,Carlos Reutemann,Brabham,37,1
4,James Hunt,Hesketh,33,1
5,Clay Regazzoni,Ferrari,25,1
6,Carlos Pace,Brabham,24,1
7,Jody Scheckter,Tyrrell,20,1
8,Jochen Mass,McLaren,20,1
9,Patrick Depailler,Tyrrell,12,0
10,Tom Pryce,Shadow-Ford,8,0
11,Vittorio Brambilla,March,6.5,1
12,Jacques Laffite,Williams,6,0
13,Ronnie Peterson,Team Lotus,6,0
14,Mario Andretti,Parnelli,5,0
15,Mark Donohue,Penske,4,0
16,Jacky Ickx,Team Lotus,3,0
17,Alan Jones,Hesketh,2,0
18,Jean-Pierre Jarier,Shadow-Ford,1.5,0
19,Tony Brise,Williams,1,0
20,Gijs van Lennep,Ensign,1,0
21,Lella Lombardi,March,0.5,0
22,Rolf Stommelen,Lola,0,0
23,John Watson,Surtees,0,0
24,Harald Ertl,Hesketh,0,0
25,Hans-Joachim Stuck,March,0,0
26,Bob Evans,BRM,0,0
27,Wilson Fittipaldi,Fittipaldi,0,0
28,Graham Hill,Lola,0,0
29,Brett Lunger,Hesketh,0,0
30,Torsten Palm,Hesketh,0,0
