position,number,driver,constructor,Q1,Q2,Q3
1,8,Fernando Alonso,Renault,1:13.698,,
2,1,Michael Schumacher,Ferrari,1:13.971,,
3,5,David Coulthard,McLaren,1:13.987,,
4,9,Jenson Button,BAR,1:13.995,,
5,7,Jarno Trulli,Renault,1:14.070,,
6,3,Juan Pablo Montoya,Williams,1:14.172,,
7,10,Takuma Sato,BAR,1:14.240,,
8,4,Marc Gené,Williams,1:14.275,,
9,6,Kimi Räikkönen,McLaren,1:14.346,,
10,2,Rubens Barrichello,Ferrari,1:14.478,,
11,16,Cristiano da Matta,Toyota,1:14.553,,
12,14,Mark Webber,Jaguar,1:14.798,,
13,15,Christian Klien,Jaguar,1:15.065,,
14,17,Olivier Panis,Toyota,1:15.130,,
15,11,Giancarlo Fisichella,Sauber,1:16.177,,
16,12,Felipe Massa,Sauber,1:16.200,,
17,18,Nick Heidfeld,Jordan,1:16.807,,
18,19,Giorgio Pantano,Jordan,1:17.462,,
19,20,Gianmaria Bruni,Minardi,1:17.913,,
20,21,Zsolt Baumgartner,Minardi,1:18.247,,
