Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Benetton,86,8
2,Damon Hill,Williams,81,5
3,Gerhard Berger,Ferrari,35,1
4,Mika Häkkinen,McLaren,26,0
5,Jean Alesi,Ferrari,19,0
6,Rubens Barrichello,Jordan,16,0
7,David Coulthard,Williams,14,0
8,Martin Brundle,McLaren,12,0
9,Jos Verstappen,Benetton,10,0
10,Mark Blundell,Tyrrell,8,0
11,Olivier Panis,Ligier,7,0
12,Nicola Larini,Ferrari,6,0
13,Christian Fittipaldi,Footwork,6,0
14,Heinz-Harald Frentzen,Sauber,6,0
15,Ukyo Katayama,Tyrrell,5,0
16,Éric Bernard,Ligier,4,0
17,Eddie Irvine,Jordan,4,0
18,Karl Wendlinger,Sauber,4,0
19,Andrea de Cesaris,Jordan,4,0
20,Pierluigi Martini,Minardi,4,0
21,Gianni Morbidelli,Footwork,3,0
22,Érik Comas,Larrousse,2,0
23,Michele Alboreto,Minardi,1,0
24,Jyrki Järvilehto,Benetton,1,0
25,Johnny Herbert,Team Lotus,0,0
26,Olivier Beretta,Larrousse,0,0
27,Pedro Lamy,Team Lotus,0,0
28,Jean-Marc Gounon,Simtek,0,0
29,Alessandro Zanardi,Team Lotus,0,0
30,David Brabham,Simtek,0,0
