position,number,driver,constructor,Q1,Q2,Q3
1,5,Michael Schumacher,Benetton,1:22.762,,
2,0,Damon Hill,Williams,1:22.892,,
3,2,Nigel Mansell,Williams,1:23.392,,
4,30,Heinz-Harald Frentzen,Sauber,1:23.431,,
5,14,Rubens Barrichello,Jordan,1:23.455,,
6,28,Gerhard Berger,Ferrari,1:23.677,,
7,25,Johnny Herbert,Ligier,1:24.040,,
8,10,Gianni Morbidelli,Footwork,1:24.079,,
9,7,Mika Häkkinen,McLaren,1:24.122,,
10,15,Eddie Irvine,Jordan,1:24.157,,
11,26,Olivier Panis,Ligier,1:24.432,,
12,6,Jos Verstappen,Benetton,1:24.643,,
13,3,Ukyo Katayama,Tyrrell,1:24.738,,
14,4,Mark Blundell,Tyrrell,1:24.770,,
15,8,Martin Brundle,McLaren,1:25.110,,
16,27,Jean Alesi,Ferrari,1:25.182,,
17,23,Pierluigi Martini,Minardi,1:25.294,,
18,29,Andrea de Cesaris,Sauber,1:25.407,,
19,9,Christian Fittipaldi,Footwork,1:25.427,,
20,24,Michele Alboreto,Minardi,1:25.511,,
21,12,Alessandro Zanardi,Team Lotus,1:25.557,,
22,11,Éric Bernard,Team Lotus,1:25.595,,
23,20,Érik Comas,Larrousse,1:26.272,,
24,19,Hideki Noda,Larrousse,1:27.168,,
25,31,David Brabham,Simtek,1:27.201,,
26,32,Domenico Schiattarella,Simtek,1:27.976,,
