position,number,driver,constructor,Q1,Q2,Q3
1,5,Sebastian Vettel,Ferrari,1:43.336,1:40.529,1:39.491
2,33,Max Verstappen,Red Bull,1:42.010,1:40.332,1:39.814
3,3,Daniel Ricciardo,Red Bull,1:42.063,1:40.385,1:39.840
4,7,Kimi Räikkönen,Ferrari,1:43.328,1:40.525,1:40.069
5,44,Lewis Hamilton,Mercedes,1:42.455,1:40.577,1:40.126
6,77,Valtteri Bottas,Mercedes,1:43.137,1:41.409,1:40.810
7,27,Nico Hülkenberg,Renault,1:42.586,1:41.277,1:41.013
8,14,Fernando Alonso,McLaren,1:42.086,1:41.442,1:41.179
9,2,Stoffel Vandoorne,McLaren,1:42.222,1:41.227,1:41.398
10,55,Carlos Sainz,Toro Rosso,1:42.176,1:41.826,1:42.056
11,30,Jolyon Palmer,Renault,1:42.472,1:42.107,
12,11,Sergio Pérez,Force India,1:43.594,1:42.246,
13,26,Daniil Kvyat,Toro Rosso,1:42.544,1:42.338,
14,31,Esteban Ocon,Force India,1:43.626,1:42.760,
15,8,Romain Grosjean,Haas F1 Team,1:43.627,1:43.883,
16,20,Kevin Magnussen,Haas F1 Team,1:43.756,,
17,19,Felipe Massa,Williams,1:44.014,,
18,18,Lance Stroll,Williams,1:44.728,,
19,94,Pascal Wehrlein,Sauber,1:45.059,,
20,9,Marcus Ericsson,Sauber,1:45.570,,
