position,number,driver,constructor,Q1,Q2,Q3
1,33,Max Verstappen,Red Bull,1:23.322,1:22.800,1:22.109
2,44,Lewis Hamilton,Mercedes,1:22.845,1:23.145,1:22.480
3,4,Lando Norris,McLaren,1:23.553,1:23.256,1:22.931
4,11,Sergio Pérez,Red Bull,1:23.350,1:23.135,1:22.947
5,55,Carlos Sainz,Ferrari,1:23.624,1:23.174,1:22.992
6,77,Valtteri Bottas,Mercedes,1:23.117,1:23.246,1:23.036
7,16,Charles Leclerc,Ferrari,1:23.467,1:23.202,1:23.122
8,22,Yuki Tsunoda,AlphaTauri,1:23.428,1:23.404,1:23.220
9,31,Esteban Ocon,Alpine F1 Team,1:23.764,1:23.420,1:23.389
10,3,Daniel Ricciardo,McLaren,1:23.829,1:23.448,1:23.409
11,14,Fernando Alonso,Alpine F1 Team,1:23.846,1:23.460,
12,10,Pierre Gasly,AlphaTauri,1:23.489,1:24.043,
13,18,Lance Stroll,Aston Martin,1:24.061,1:24.066,
14,99,Antonio Giovinazzi,Alfa Romeo,1:24.118,1:24.251,
15,5,Sebastian Vettel,Aston Martin,1:24.225,1:24.305,
16,6,Nicholas Latifi,Williams,1:24.338,,
17,63,George Russell,Williams,1:24.423,,
18,7,Kimi Räikkönen,Alfa Romeo,1:24.779,,
19,47,Mick Schumacher,Haas F1 Team,1:24.906,,
20,9,Nikita Mazepin,Haas F1 Team,1:25.685,,
