position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:19.514,1:19.092,1:18.887
2,77,Valtteri Bottas,Mercedes,1:19.786,1:18.952,1:18.956
3,55,Carlos Sainz,McLaren,1:20.099,1:19.705,1:19.695
4,11,Sergio Pérez,Racing Point,1:20.048,1:19.718,1:19.720
5,33,Max Verstappen,Red Bull,1:20.193,1:19.780,1:19.795
6,4,Lando Norris,McLaren,1:20.344,1:19.962,1:19.820
7,3,Daniel Ricciardo,Renault,1:20.548,1:20.031,1:19.864
8,18,Lance Stroll,Racing Point,1:20.400,1:19.924,1:20.049
9,23,Alexander Albon,Red Bull,1:21.104,1:20.064,1:20.090
10,10,Pierre Gasly,AlphaTauri,1:20.145,1:19.909,1:20.177
11,26,Daniil Kvyat,AlphaTauri,1:20.307,1:20.169,
12,31,Esteban Ocon,Renault,1:20.747,1:20.234,
13,16,Charles Leclerc,Ferrari,1:20.443,1:20.273,
14,7,Kimi Räikkönen,Alfa Romeo,1:21.010,1:20.926,
15,20,Kevin Magnussen,Haas F1 Team,1:20.869,1:21.573,
16,8,Romain Grosjean,Haas F1 Team,1:21.139,,
17,5,Sebastian Vettel,Ferrari,1:21.151,,
18,99,Antonio Giovinazzi,Alfa Romeo,1:21.206,,
19,63,George Russell,Williams,1:21.587,,
20,6,Nicholas Latifi,Williams,1:21.717,,
