position,number,driver,constructor,Q1,Q2,Q3
1,1,Michael Schumacher,Benetton,1:21.452,,
2,27,Jean Alesi,Ferrari,1:22.052,,
3,28,Gerhard Berger,Ferrari,1:22.071,,
4,6,David Coulthard,Williams,1:22.332,,
5,5,Damon Hill,Williams,1:22.349,,
6,15,Eddie Irvine,Jordan,1:23.352,,
7,2,Johnny Herbert,Benetton,1:23.536,,
8,14,Rubens Barrichello,Jordan,1:23.705,,
9,8,Mika Häkkinen,McLaren,1:23.833,,
10,7,Nigel Mansell,McLaren,1:23.927,,
11,25,Martin Brundle,Ligier,1:24.727,,
12,30,Heinz-Harald Frentzen,Sauber,1:24.802,,
13,4,Mika Salo,Tyrrell,1:24.971,,
14,9,Gianni Morbidelli,Footwork,1:25.053,,
15,26,Olivier Panis,Ligier,1:25.204,,
16,12,Jos Verstappen,Simtek,1:25.827,,
17,3,Ukyo Katayama,Tyrrell,1:25.946,,
18,10,Taki Inoue,Footwork,1:26.059,,
19,23,Pierluigi Martini,Minardi,1:26.619,,
20,29,Karl Wendlinger,Sauber,1:27.007,,
21,24,Luca Badoer,Minardi,1:27.345,,
22,11,Domenico Schiattarella,Simtek,1:27.575,,
23,17,Andrea Montermini,Pacific,1:28.094,,
24,16,Bertrand Gachot,Pacific,1:28.598,,
25,22,Roberto Moreno,Forti,1:28.963,,
26,21,Pedro Diniz,Forti,1:29.540,,
