Position,Driver,Constructor,Points,Wins
1,Mika Häkkinen,McLaren,46,4
2,David Coulthard,McLaren,29,1
3,Michael Schumacher,Ferrari,24,1
4,Eddie Irvine,Ferrari,15,0
5,Alexander Wurz,Benetton,9,0
6,Heinz-Harald Frentzen,Williams,8,0
7,Jacques Villeneuve,Williams,8,0
8,Giancarlo Fisichella,Benetton,7,0
9,Mika Salo,Arrows,3,0
10,Jean Alesi,Sauber,3,0
11,Rubens Barrichello,Stewart,2,0
12,Johnny Herbert,Sauber,1,0
13,Pedro Diniz,Arrows,1,0
14,Ralf Schumacher,Jordan,0,0
15,Damon Hill,Jordan,0,0
16,Esteban Tuero,Minardi,0,0
17,Olivier Panis,Prost,0,0
18,Jarno Trulli,Prost,0,0
19,Shinji Nakano,Minardi,0,0
20,Jan Magnussen,Stewart,0,0
21,Toranosuke Takagi,Tyrrell,0,0
22,Ricardo Rosset,Tyrrell,0,0
